,ACCESSION NUMBER,CONFORMED SUBMISSION TYPE,CONFORMED PERIOD OF REPORT,FILED AS OF DATE,DATE AS OF CHANGE,COMPANY CONFORMED NAME,CENTRAL INDEX KEY,FISCAL YEAR END
269,0000950135-05-001475,10-K,20041231,20050316,20050316,AKAMAI TECHNOLOGIES INC,0001086222,1231
270,0000950134-05-004427,10-K,20041231,20050309,20050308,DEVON ENERGY CORP/DE,0001090012,1231
271,0000950137-05-002540,10-K,20041231,20050303,20050302,CHARTER COMMUNICATIONS INC /MO/,0001091667,1231
272,0000950129-05-001911,10-K,20050102,20050302,20050302,TELEDYNE TECHNOLOGIES INC,0001094285,1231
273,0001047469-05-005556,10-K,20041231,20050307,20050307,EDWARDS LIFESCIENCES CORP,0001099800,1231
274,0001047469-05-005909,10-K,20041225,20050309,20050309,CHARLES RIVER LABORATORIES INTERNATIONAL INC,0001100682,Not found
275,0001047469-05-006214,10-K,20041231,20050311,20050311,KRAFT FOODS INC,0001103982,1231
276,0001193125-05-048077,10-K,20041231,20050314,20050311,NASDAQ STOCK MARKET INC,0001120193,1231
277,0001121788-05-000008,10-K,20041225,20050309,20050309,GARMIN LTD,0001121788,1230
278,0001047469-05-005426,10-K,20041231,20050304,20050304,PRINCIPAL FINANCIAL GROUP INC,0001126328,1231
279,0000950137-05-002914,10-K,20041231,20050314,20050311,ZIMMER HOLDINGS INC,0001136869,1231
280,0001193125-05-051169,10-K,20041231,20050315,20050315,CB RICHARD ELLIS GROUP INC,0001138118,1231
281,0001047469-05-005731,10-K,20041231,20050308,20050308,WILLIS GROUP HOLDINGS LTD,0001140536,1231
282,0000950129-05-001641,10-K,20041231,20050225,20050225,CONOCOPHILLIPS,0001163165,1231
283,0001193125-05-050868,10-K,20041231,20050315,20050315,NEWMONT MINING CORP /DE/,0001164727,1231
284,0000950123-05-003934,10-K,20041231,20050331,20050331,ASSURANT INC,0001267238,Not found
285,0000950123-05-003795,10-K,20041231,20050330,20050330,MARKETAXESS HOLDINGS INC,0001278021,Not found
286,0000950123-05-009889,10-K/A,20041231,20050812,20050812,MARKETAXESS HOLDINGS INC,0001278021,Not found
287,0001193125-05-067198,10-K,20041231,20050331,20050331,"Digital Realty Trust, Inc.",0001297996,1231
288,0000950123-06-002849,10-K,20051231,20060309,20060309,AMERADA HESS CORP,0000004447,1231
289,0001193125-06-052456,10-K,20051231,20060314,20060313,BRISTOL MYERS SQUIBB CO,0000014272,1231
290,0000950152-06-001975,10-K,20051231,20060310,20060310,CINCINNATI FINANCIAL CORP,0000020286,1231
291,0000950152-06-002155,10-K/A,20051231,20060316,20060316,CINCINNATI FINANCIAL CORP,0000020286,1231
292,0001104659-06-012743,10-K,20051231,20060228,20060228,CUMMINS INC,0000026172,1231
293,0000950123-06-002706,10-K,20051231,20060307,20060307,DOVER CORP,0000029905,1231
294,0001193125-06-058022,10-K,20060101,20060317,20060317,PERKINELMER INC,0000031791,0103
295,0000950152-06-001522,10-K,20051231,20060228,20060228,M&T BANK CORP,0000036270,1231
296,0001193125-06-257302,10-K,20060930,20061220,20061220,FRANKLIN RESOURCES INC,0000038777,0930
297,0000950135-06-001133,10-K,20051225,20060222,20060222,HASBRO INC,0000046080,1227
298,0000060086-06-000024,10-K,20051231,20060310,20060309,LOEWS CORP,0000060086,1231
299,0001193125-06-039862,10-K,20051231,20060227,20060227,MCDONALDS CORP,0000063908,1231
300,0000950137-06-002484,10-K,20051231,20060302,20060302,MOTOROLA INC,0000068505,1231
301,0001104659-06-012011,10-K,20051231,20060227,20060224,XCEL ENERGY INC,0000072903,1231
302,0001035704-06-000151,10-K,20051231,20060307,20060307,UNITED DOMINION REALTY TRUST INC,0000074208,1231
303,0001104659-06-010794,10-K,20051231,20060221,20060221,PACKAGING CORP OF AMERICA,0000075677,1231
304,0000950134-06-003965,10-K,20051231,20060301,20060228,PENTAIR INC,0000077360,1231
305,0000912057-06-000285,10-K,20051231,20060306,20060306,ROLLINS INC,0000084839,1231
306,0001193125-06-037849,10-K,20051231,20060224,20060223,SCHLUMBERGER LTD /NV/,0000087347,1231
307,0000950134-06-001553,10-K,20051231,20060201,20060131,SOUTHWEST AIRLINES CO,0000092380,1231
308,0001193125-06-038383,10-K,20051231,20060224,20060224,UNION PACIFIC CORP,0000100885,1231
309,0000950129-06-002297,10-K,20051231,20060306,20060306,MARATHON OIL CORP,0000101778,1231
310,0000892569-06-001395,10-K,20060630,20061120,20061120,WESTERN DIGITAL CORP,0000106040,0630
311,0000950134-06-004636,10-K,20051231,20060309,20060309,WILLIAMS COMPANIES INC,0000107263,1231
312,0000950144-06-008540,10-K,20060630,20060907,20060906,HARRIS CORP /DE/,0000202058,0630
313,0001047469-06-003130,10-K,20051231,20060309,20060309,AON CORP,0000315293,1231
314,0001193125-06-156152,10-K,20060531,20060728,20060728,NIKE INC,0000320187,0531
315,0001104659-06-084288,10-K,20060930,20061229,20061229,APPLE COMPUTER INC,0000320193,0930
316,0001047469-06-004211,10-K,20060129,20060329,20060329,HOME DEPOT INC,0000354950,0131
317,0000950134-06-016366,10-K,20060625,20060817,20060816,LAM RESEARCH CORP,0000707549,0630
318,0001193125-06-259322,10-K,20061031,20061226,20061222,COOPER COMPANIES INC,0000711404,1031
319,0000950134-06-011401,10-K,20060331,20060612,20060609,ELECTRONIC ARTS INC,0000712515,0331
320,0001104659-06-072331,10-K,20060831,20061108,20061107,MICRON TECHNOLOGY INC,0000723125,0902
321,0000950152-06-005992,10-K,20060531,20060721,20060721,PAYCHEX INC,0000723531,0531
322,0001193125-06-041443,10-K,20051231,20060228,20060228,VENTAS INC,0000740260,1231
323,0001104659-06-033306,10-K,20060225,20060510,20060510,BEST BUY CO INC,0000764478,0301
324,0000926236-06-000116,10-K,20060630,20060912,20060912,HENRY JACK & ASSOCIATES INC,0000779152,0630
325,0001193125-06-180008,10-K,20060630,20060825,20060825,MICROSOFT CORP,0000789019,0630
326,0000936392-06-000996,10-K,20060924,20061102,20061102,QUALCOMM INC/DE,0000804328,0930
327,0000950134-06-004749,10-K,20051231,20060310,20060310,CADENCE DESIGN SYSTEMS INC,0000813672,0102
328,0001047469-06-003576,10-K,20051231,20060316,20060316,CBS CORP,0000813828,1231
329,0000950137-06-013419,10-K,20060930,20061208,20061208,FAIR ISAAC CORP,0000814547,0930
330,0001104659-06-016969,10-K,20051231,20060316,20060315,AMPHENOL CORP /DE/,0000820313,1231
331,0001104659-06-038580,10-K,20060331,20060531,20060531,MICROCHIP TECHNOLOGY INC,0000827054,0331
332,0001047469-06-014899,10-K,20060929,20061211,20061211,TYCO INTERNATIONAL LTD /BER/,0000833444,0930
333,0000851968-06-000032,10-K,20060315,20060316,20060315,MOHAWK INDUSTRIES INC,0000851968,1231
334,0001193125-06-253369,10-K,20060930,20061214,20061214,HOLOGIC INC,0000859737,0930
335,0000950144-06-002233,10-K,20051231,20060314,20060314,HCA INC/TN,0000860730,0324
336,0000950123-06-002365,10-K,20051231,20060228,20060228,REGENERON PHARMACEUTICALS INC,0000872589,1231
337,0000950135-06-001384,10-K,20051231,20060303,20060303,BIOGEN IDEC INC,0000875045,1231
338,0001104659-06-012591,10-K,20051231,20060228,20060228,ZEBRA TECHNOLOGIES CORP/DE,0000877212,1231
339,0001125282-06-001456,10-K,20051231,20060307,20060307,KIMCO REALTY CORP,0000879101,1231
340,0001104659-06-013846,10-K,20051231,20060303,20060303,INCYTE CORP,0000879169,1231
341,0000884887-06-000003,10-K,20051231,20060224,20060224,ROYAL CARIBBEAN CRUISES LTD,0000884887,1231
342,0001047469-06-003277,10-K,20051231,20060313,20060313,IAC/INTERACTIVECORP,0000891103,1231
343,0001193125-06-028736,10-K,20051130,20060213,20060213,MORGAN STANLEY,0000895421,1130
344,0001104659-06-069980,10-K,20060731,20061031,20061031,COPART INC,0000900075,0731
345,0000950133-06-000855,10-K,20051231,20060223,20060223,NVR INC,0000906163,1231
346,0001193125-06-238399,10-K,20060903,20061117,20061117,COSTCO WHOLESALE CORP /NEW,0000909832,0830
347,0001193125-06-049806,10-K,20051231,20060310,20060309,REGENCY CENTERS CORP,0000910606,1231
348,0000915389-06-000017,10-K,20051231,20060313,20060313,EASTMAN CHEMICAL CO,0000915389,1231
349,0001206774-06-000435,10-K,20060314,20060315,20060315,ALBEMARLE CORP,0000915913,1231
350,0000920148-06-000067,10-K,20060228,20060228,20060228,LABORATORY CORP OF AMERICA HOLDINGS,0000920148,1231
351,0001193125-06-165938,10-K/A,20051130,20060808,20060808,LENNAR CORP /NEW/,0000920760,1130
352,0001193125-06-045993,10-K,20051231,20060306,20060306,DAVITA INC,0000927066,1231
353,0001193125-06-044064,10-K,20051231,20060302,20060302,CAPITAL ONE FINANCIAL CORP,0000927628,1231
354,0000950124-06-001039,10-K,20051231,20060308,20060308,DTE ENERGY CO,0000936340,1231
355,0001193125-06-056807,10-K,20051231,20060316,20060316,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,0000943452,1231
356,0001125282-06-000471,10-K,20051031,20060131,20060131,TAKE TWO INTERACTIVE SOFTWARE INC,0000946581,1031
357,0000950123-06-002710,10-K,20051231,20060307,20060307,"NRG ENERGY, INC.",0001013871,1231
358,0001193125-06-034166,10-K,20051231,20060217,20060217,AMAZON COM INC,0001018724,1231
359,0000950123-06-007753,10-K,20060401,20060615,20060615,POLO RALPH LAUREN CORP,0001037038,0331
360,0001193125-06-056870,10-K,20051231,20060316,20060316,BOSTON PROPERTIES INC,0001037540,1231
361,0000950152-06-001354,10-K,20051231,20060221,20060221,METTLER TOLEDO INTERNATIONAL INC/,0001037646,1231
362,0000893220-06-000448,10-K,20051231,20060306,20060306,AMETEK INC/,0001037868,1231
363,0000950134-06-003268,10-K,20051231,20060217,20060217,PIONEER NATURAL RESOURCES CO,0001038357,1231
364,0000891020-06-000396,10-K,20060930,20061214,20061213,F5 NETWORKS INC,0001048695,0930
365,0000891020-06-000389,10-K/A,20050930,20061212,20061211,F5 NETWORKS INC,0001048695,0930
366,0001193125-06-062600,10-K,20051231,20060324,20060324,CROWN CASTLE INTERNATIONAL CORP,0001051470,1231
367,0001193125-06-243125,10-K/A,20051231,20061129,20061128,AMERICAN TOWER CORP /MA/,0001053507,1231
368,0000950133-06-001049,10-K,20051231,20060307,20060307,COSTAR GROUP INC,0001057352,1231
369,0001193125-06-054940,10-K,20051231,20060315,20060315,COGNIZANT TECHNOLOGY SOLUTIONS CORP,0001058290,1231
370,0001193125-06-056663,10-K,20051231,20060316,20060316,NETFLIX INC,0001065280,1231
371,0000950153-06-000700,10-K,20051231,20060316,20060316,TASER INTERNATIONAL INC,0001069183,Not found
372,0001193125-06-051055,10-K,20051231,20060310,20060310,HOST MARRIOTT CORP/,0001070750,1231
373,0000950134-06-004215,10-K,20051231,20060303,20060303,DEVON ENERGY CORP/DE,0001090012,1231
374,0001047469-06-015256,10-K,20061031,20061222,20061222,AGILENT TECHNOLOGIES INC,0001090872,1031
375,0001091667-06-000093,10-K,20051231,20060228,20060228,CHARTER COMMUNICATIONS INC /MO/,0001091667,1231
376,0000950129-06-002207,10-K,20060101,20060303,20060302,TELEDYNE TECHNOLOGIES INC,0001094285,1231
377,0001047469-06-003132,10-K,20051231,20060309,20060309,EDWARDS LIFESCIENCES CORP,0001099800,1231
378,0001104659-06-016438,10-K,20051231,20060314,20060314,CHARLES RIVER LABORATORIES INTERNATIONAL INC,0001100682,Not found
379,0001047469-06-003200,10-K,20051231,20060310,20060310,KRAFT FOODS INC,0001103982,1231
380,0000936392-06-000185,10-K,20060101,20060306,20060306,ILLUMINA INC,0001110803,0101
381,0000950133-06-000779,10-K,20051231,20060216,20060216,PRICE T ROWE GROUP INC,0001113169,1231
382,0001193125-06-054916,10-K,20051231,20060315,20060315,NASDAQ STOCK MARKET INC,0001120193,1231
383,0001047469-06-002772,10-K,20051231,20060302,20060302,PRINCIPAL FINANCIAL GROUP INC,0001126328,1231
384,0001193125-06-034521,10-K,20051231,20060217,20060217,NORTHROP GRUMMAN CORP /DE/,0001133421,1231
385,0000950137-06-002478,10-K,20051231,20060302,20060302,ZIMMER HOLDINGS INC,0001136869,1231
386,0000950134-06-005253,10-K,20051231,20060316,20060316,"Fidelity National Information Services, Inc.",0001136893,1231
387,0001193125-06-055100,10-K,20051231,20060315,20060315,CB RICHARD ELLIS GROUP INC,0001138118,1231
388,0001047469-06-002748,10-K,20051231,20060302,20060302,WILLIS GROUP HOLDINGS LTD,0001140536,1231
389,0001193125-06-056300,10-K,20051231,20060316,20060316,MASTERCARD INC,0001141391,1231
390,0001193125-06-043441,10-K,20051231,20060302,20060302,NEWMONT MINING CORP /DE/,0001164727,1231
391,0001193125-06-216043,10-K/A,20051231,20061026,20061026,NEWMONT MINING CORP /DE/,0001164727,1231
392,0001193125-06-053951,10-K,20051231,20060315,20060314,MOLINA HEALTHCARE INC,0001179929,1231
393,0001193125-06-051258,10-K,20051231,20060310,20060310,ASSURANT INC,0001267238,Not found
394,0000950123-06-003136,10-K,20051231,20060314,20060314,MARKETAXESS HOLDINGS INC,0001278021,Not found
395,0001193125-06-109756,10-K,20041231,20060512,20060512,METROPCS COMMUNICATIONS INC,0001283699,Not found
396,0001193125-06-045179,10-K,20060101,20060303,20060303,DOMINOS PIZZA INC,0001286681,0103
397,0001047469-06-003235,10-K,20051231,20060313,20060313,Extra Space Storage Inc.,0001289490,1231
398,0001193125-06-056430,10-K,20051231,20060316,20060316,"Digital Realty Trust, Inc.",0001297996,0726
399,0000950134-06-004905,10-K,20051231,20060313,20060313,"Builders FirstSource, Inc.",0001316835,1231
400,0001047469-06-003695,10-K,20051231,20060320,20060320,"CF Industries Holdings, Inc.",0001324404,1231
401,0000950124-06-001626,10-K,20051231,20060331,20060330,"Expedia, Inc.",0001324424,1205
402,0000950129-06-002894,10-K,20051231,20060321,20060321,"Live Nation, Inc.",0001335258,1231
403,0001193125-06-151154,10-K,20060531,20060721,20060721,ORACLE CORP,0001341439,0531
404,0000009389-07-000049,10-K,20061231,20070222,20070222,BALL CORP,0000009389,1231
405,0001193125-07-039915,10-K,20061231,20070226,20070226,BRISTOL MYERS SQUIBB CO,0000014272,1231
406,0000950152-07-001625,10-K,20061231,20070228,20070228,CINCINNATI FINANCIAL CORP,0000020286,1231
407,0000950123-07-002935,10-K,20061231,20070228,20070228,DOVER CORP,0000029905,1231
408,0001193125-07-044201,10-K,20061231,20070301,20070301,PERKINELMER INC,0000031791,1230
409,0000950152-07-001456,10-K,20061231,20070223,20070223,M&T BANK CORP,0000036270,1231
410,0001193125-07-255169,10-K,20070930,20071129,20071128,FRANKLIN RESOURCES INC,0000038777,0930
411,0000950123-07-002818,10-K,20061231,20070227,20070227,HUBBELL INC,0000048898,1231
412,0000060086-07-000015,10-K,20070223,20070226,20070223,LOEWS CORP,0000060086,1231
413,0001206774-07-000563,10-K,20061231,20070301,20070301,"MARSH & MCLENNAN COMPANIES, INC.",0000062709,1231
414,0000065984-07-000057,10-K,20061231,20070301,20070301,ENTERGY CORP /DE/,0000065984,1231
415,0000950137-07-003011,10-K,20061231,20070228,20070228,MOTOROLA INC,0000068505,1231
416,0000950152-07-009783,10-K,20071031,20071221,20071221,NORDSON CORP,0000072331,1103
417,0001104659-07-013272,10-K,20061231,20070223,20070223,XCEL ENERGY INC,0000072903,1231
418,0001193125-07-033647,10-K,20061231,20070216,20070216,SCHLUMBERGER LTD /NV/,0000087347,1231
419,0001104659-07-012161,10-K,20061230,20070220,20070220,SNAP ON INC,0000091440,1231
420,0000950134-07-001724,10-K,20061231,20070201,20070201,SOUTHWEST AIRLINES CO,0000092380,1231
421,0001047469-07-001533,10-K,20061231,20070301,20070301,MARATHON OIL CORP,0000101778,1231
422,0000893220-07-000491,10-K,20061230,20070227,20070227,V F CORP,0000103379,0101
423,0000892569-07-001093,10-K,20070629,20070828,20070827,WESTERN DIGITAL CORP,0000106040,0630
424,0000950144-07-008190,10-K,20070629,20070827,20070827,HARRIS CORP /DE/,0000202058,0629
425,0001193125-07-038451,10-K,20061231,20070223,20070223,HALF ROBERT INTERNATIONAL INC /DE/,0000315213,1231
426,0001047469-07-001537,10-K,20061231,20070301,20070301,AON CORP,0000315293,1231
427,0001193125-07-042586,10-K,20061231,20070228,20070228,AMGEN INC,0000318154,1231
428,0001193125-07-164166,10-K,20070531,20070727,20070727,NIKE INC,0000320187,0531
429,0001047469-07-009340,10-K,20070929,20071115,20071115,APPLE INC,0000320193,0930
430,0001047469-07-002295,10-K,20070128,20070329,20070329,HOME DEPOT INC,0000354950,0128
431,0001193125-07-270797,10-K,20071031,20071226,20071226,COOPER COMPANIES INC,0000711404,1031
432,0000950134-07-012528,10-K,20070331,20070530,20070529,ELECTRONIC ARTS INC,0000712515,0331
433,0000950152-07-005944,10-K,20070531,20070720,20070720,PAYCHEX INC,0000723531,0531
434,0001193125-07-036220,10-K,20061231,20070222,20070221,VENTAS INC,0000740260,1231
435,0001104659-07-034935,10-K,20070303,20070502,20070502,BEST BUY CO INC,0000764478,0301
436,0000926236-07-000089,10-K,20070630,20070830,20070830,HENRY JACK & ASSOCIATES INC,0000779152,0630
437,0001193125-07-170817,10-K,20070630,20070803,20070803,MICROSOFT CORP,0000789019,0630
438,0001193125-07-042737,10-K,20061231,20070228,20070228,FISERV INC,0000798354,1231
439,0000936392-07-000836,10-K,20070930,20071108,20071108,QUALCOMM INC/DE,0000804328,0930
440,0001047469-07-001525,10-K,20061231,20070301,20070301,CBS CORP,0000813828,1231
441,0000950137-07-017904,10-K,20070930,20071128,20071128,FAIR ISAAC CORP,0000814547,0930
442,0000827054-07-000095,10-K,20070331,20070525,20070525,MICROCHIP TECHNOLOGY INC,0000827054,0331
443,0000950134-07-024667,10-K,20070930,20071129,20071129,STARBUCKS CORP,0000829224,1002
444,0001047469-07-009551,10-K,20070928,20071127,20071127,TYCO INTERNATIONAL LTD /BER/,0000833444,0929
445,0000950134-07-012232,10-K,20070330,20070524,20070523,SYMANTEC CORP,0000849399,0402
446,0001193125-07-039047,10-K,20061231,20070226,20070226,MOHAWK INDUSTRIES INC,0000851968,1231
447,0001193125-07-253993,10-K,20070929,20071127,20071127,HOLOGIC INC,0000859737,0930
448,0001104659-07-045794,10-K,20061231,20070606,20070606,HANSEN NATURAL CORP,0000865752,1231
449,0000950123-07-003627,10-K,20061231,20070312,20070312,REGENERON PHARMACEUTICALS INC,0000872589,1231
450,0000950135-07-000981,10-K,20061231,20070221,20070221,BIOGEN IDEC INC,0000875045,1231
451,0001104659-07-015616,10-K,20061231,20070301,20070301,ZEBRA TECHNOLOGIES CORP/DE,0000877212,1231
452,0000950123-07-002925,10-K,20061231,20070228,20070228,KIMCO REALTY CORP,0000879101,1231
453,0001104659-07-015059,10-K,20061231,20070228,20070228,INCYTE CORP,0000879169,1231
454,0000950134-07-024545,10-K,20070930,20071127,20071127,HORTON D R INC /DE/,0000882184,0930
455,0000950123-07-001332,10-K,20061124,20070206,20070206,GOLDMAN SACHS GROUP INC/,0000886982,1124
456,0001047469-07-001535,10-K,20061231,20070301,20070301,IAC/INTERACTIVECORP,0000891103,1231
457,0001193125-07-027693,10-K,20061130,20070213,20070212,MORGAN STANLEY,0000895421,1130
458,0001193125-07-225859,10-K,20070831,20071025,20071025,JABIL CIRCUIT INC,0000898293,0831
459,0001104659-07-072450,10-K,20070731,20071001,20071001,COPART INC,0000900075,0731
460,0000950133-07-000047,10-K/A,20051231,20070105,20070105,NVR INC,0000906163,1231
461,0001193125-07-225805,10-K,20070902,20071025,20071025,COSTCO WHOLESALE CORP /NEW,0000909832,0830
462,0000915389-07-000019,10-K,20061231,20070301,20070301,EASTMAN CHEMICAL CO,0000915389,1231
463,0001193125-07-044118,10-K,20061231,20070301,20070301,ALBEMARLE CORP,0000915913,1231
464,0001169232-07-001103,10-K,20061231,20070227,20070227,LABORATORY CORP OF AMERICA HOLDINGS,0000920148,1231
465,0001193125-07-041368,10-K,20061231,20070228,20070227,DAVITA INC,0000927066,1231
466,0001193125-07-044343,10-K,20061231,20070301,20070301,CAPITAL ONE FINANCIAL CORP,0000927628,1231
467,0000950124-07-001240,10-K,20061231,20070301,20070301,DTE ENERGY CO,0000936340,1231
468,0001104659-07-015029,10-K,20061031,20070228,20070228,TAKE TWO INTERACTIVE SOFTWARE INC,0000946581,1031
469,0000950134-07-014094,10-K,20070427,20070626,20070626,NETWORK APPLIANCE INC,0001002047,0430
470,0000950123-07-002952,10-K,20061231,20070228,20070228,"NRG ENERGY, INC.",0001013871,1231
471,0001193125-07-034081,10-K,20061231,20070216,20070216,AMAZON COM INC,0001018724,1231
472,0001104659-07-015493,10-K,20061231,20070301,20070301,IRON MOUNTAIN INC,0001020569,1231
473,0000950123-07-008115,10-K,20070331,20070530,20070530,POLO RALPH LAUREN CORP,0001037038,0331
474,0001193125-07-044560,10-K,20061231,20070301,20070301,BOSTON PROPERTIES INC,0001037540,1231
475,0000950152-07-001252,10-K,20061231,20070216,20070216,METTLER TOLEDO INTERNATIONAL INC/,0001037646,0208
476,0000893220-07-000510,10-K,20061231,20070228,20070228,AMETEK INC/,0001037868,1231
