,TICKERS,TICKER FROM BLOOMBERG,CIK,YEAR,ACCESSION NUMBER,CONFORMED SUBMISSION TYPE,CONFORMED PERIOD OF REPORT,FILED AS OF DATE,DATE AS OF CHANGE,COMPANY CONFORMED NAME,FISCAL YEAR END,YEAR-1 REVENUE,REVENUE,YEAR+1 REVENUE,YEAR-1 NET INCOME,INCOME,YEAR+1 NET INCOME,Y-1 PROFIT MARGIN,Y PROFIT MARGIN,Y+1 PROFIT MARGIN,CURRENT REVENUE YOY,NEXT REVENUE YOY,CURRENT PROFIT MARGIN YOY,NEXT PROFIT MARGIN YOY
95,AES,AES US         d,874761,2017,0000874761-18-000014,10-K,20171231,20180227,20180226,AES CORP,1231,10281,10530,10736,-1130,-1161,1203,-0.10991148720941543,-0.11025641025641025,0.11205290611028317,0.02421943390720747,0.01956315289648623,-0.0003449230469948217,0.22230931636669343
96,AES,AES US         d,874761,2018,0000874761-19-000012,10-K,20181231,20190227,20190226,AES CORP,1231,10530,10736,10189,-1161,1203,303,-0.11025641025641025,0.11205290611028317,0.029737952694081853,0.01956315289648623,-0.050950074515648286,0.22230931636669343,-0.08231495341620132
97,AES,AES US         d,874761,2019,0000874761-20-000012,10-K,20191231,20200228,20200227,AES CORP,1231,10736,10189,9660,1203,303,46,0.11205290611028317,0.029737952694081853,0.004761904761904762,-0.050950074515648286,-0.05191873589164785,-0.08231495341620132,-0.02497604793217709
98,AES,AES US         d,874761,2020,0000874761-21-000015,10-K,20201231,20210225,20210224,AES CORP,1231,10189,9660,11141,303,46,-409,0.029737952694081853,0.004761904761904762,-0.036711246746252583,-0.05191873589164785,0.15331262939958593,-0.02497604793217709,-0.04147315150815735
99,AES,AES US         d,874761,2021,0000874761-22-000022,10-K,20211231,20220228,20220228,AES CORP,1231,9660,11141,12617.0,46,-409,-546.0,0.004761904761904762,-0.036711246746252583,-0.043274946500752955,0.15331262939958593,0.13248361906471592,-0.04147315150815735,-0.006563699754500371
100,AES,AES US         d,874761,2022,0000874761-23-000010,10-K,20221231,20230301,20230301,AES CORP,1231,11141,12617.0,0,-409,-546.0,0,-0.036711246746252583,-0.043274946500752955,,0.13248361906471592,-1.0,-0.006563699754500371,
101,AFL,AFL US          d,4977,2017,0000004977-18-000054,10-K,20171231,20180223,20180222,AFLAC INC,1231,0,21667,21758,0,4604,2920,,0.21248903863017493,0.13420351135214634,inf,0.0041999353856094525,,-0.0782855272780286
102,AFL,AFL US          d,4977,2018,0000004977-19-000049,10-K,20181231,20190225,20190225,AFLAC INC,1231,21667,21758,22307,4604,2920,3304,0.21248903863017493,0.13420351135214634,0.14811494149818444,0.0041999353856094525,0.025232098538468608,-0.0782855272780286,0.0139114301460381
103,AFL,AFL US          d,4977,2019,0000004977-20-000044,10-K,20191231,20200221,20200221,AFLAC INC,1231,21758,22307,22147,2920,3304,4778,0.13420351135214634,0.14811494149818444,0.21574028085067956,0.025232098538468608,-0.007172636392163895,0.0139114301460381,0.06762533935249512
104,AFL,AFL US          d,4977,2020,0000004977-21-000047,10-K,20201231,20210223,20210223,AFLAC INC,1231,22307,22147,22106,3304,4778,4325,0.14811494149818444,0.21574028085067956,0.195648240296752,-0.007172636392163895,-0.0018512665372285185,0.06762533935249512,-0.020092040553927548
105,AFL,AFL US          d,4977,2021,0000004977-22-000058,10-K,20211231,20220223,20220223,AFLAC INC,1231,22147,22106,19502.0,4778,4325,4201.0,0.21574028085067956,0.195648240296752,0.21541380371243976,-0.0018512665372285185,-0.11779607346421786,-0.020092040553927548,0.019765563415687748
106,AFL,AFL US          d,4977,2022,0000004977-23-000055,10-K,20221231,20230224,20230223,AFLAC INC,1231,22106,19502.0,0,4325,4201.0,0,0.195648240296752,0.21541380371243976,,-0.11779607346421786,-1.0,0.019765563415687748,
107,AIZ,AIZ US          d,1267238,2003,0000950123-04-003991,10-K,20031231,20040330,Not found,ASSURANT INC,Not found,0,7066.21,7410.71,0,185.65,350.56,,0.02627292424085896,0.04730450928453549,inf,0.04875315055737092,,0.021031585043676526
108,AIZ,AIZ US          d,1267238,2004,0000950123-05-003934,10-K,20041231,20050331,20050331,ASSURANT INC,Not found,7066.21,7410.71,7497.68,185.65,350.56,479.36,0.02627292424085896,0.04730450928453549,0.06393444372125777,0.04875315055737092,0.011735717630294568,0.021031585043676526,0.016629934436722282
109,AIZ,AIZ US          d,1267238,2005,0001193125-06-051258,10-K,20051231,20060310,20060310,ASSURANT INC,Not found,7410.71,7497.68,8070.58,350.56,479.36,717.42,0.04730450928453549,0.06393444372125777,0.08889323939543378,0.011735717630294568,0.07641030292036999,0.016629934436722282,0.024958795674176013
110,AIZ,AIZ US          d,1267238,2006,0001193125-07-044409,10-K,20061231,20070301,20070301,ASSURANT INC,Not found,7497.68,8070.58,8453.52,479.36,717.42,653.75,0.06393444372125777,0.08889323939543378,0.07733464876169927,0.07641030292036999,0.047448882236468815,0.024958795674176013,-0.011558590633734517
111,AIZ,AIZ US          d,1267238,2007,0001193125-08-044379,10-K,20071231,20080303,20080303,ASSURANT INC,1231,8070.58,8453.52,8601.23,717.42,653.75,447.8,0.08889323939543378,0.07733464876169927,0.05206232131916017,0.047448882236468815,0.017473194598226435,-0.011558590633734517,-0.025272327442539093
112,AIZ,AIZ US          d,1267238,2008,0001193125-09-040498,10-K,20081231,20090227,20090227,ASSURANT INC,1231,8453.52,8601.23,8700.5,653.75,447.8,430.57,0.07733464876169927,0.05206232131916017,0.04948796046204241,0.017473194598226435,0.01154137257113232,-0.025272327442539093,-0.0025743608571177634
113,AIZ,AIZ US          d,1267238,2009,0001193125-10-040943,10-K,20091231,20100225,20100225,ASSURANT INC,1231,8601.23,8700.5,8527.72,447.8,430.57,279.18,0.05206232131916017,0.04948796046204241,0.032737941677259574,0.01154137257113232,-0.01985862881443603,-0.0025743608571177634,-0.016750018784782834
114,AIZ,AIZ US          d,1267238,2010,0001193125-11-043706,10-K,20101231,20110223,20110223,ASSURANT INC,1231,8700.5,8527.72,8527.72,430.57,279.18,279.18,0.04948796046204241,0.032737941677259574,0.032737941677259574,-0.01985862881443603,0.0,-0.016750018784782834,0.0
115,AIZ,AIZ US          d,1267238,2010,0001193125-11-047709,10-K/A,20101231,20110225,20110225,ASSURANT INC,1231,8527.72,8527.72,8272.8,279.18,279.18,538.96,0.032737941677259574,0.032737941677259574,0.06514843825548787,0.0,-0.02989310155586723,0.0,0.032410496578228296
116,AIZ,AIZ US          d,1267238,2011,0001193125-12-075371,10-K,20111231,20120223,20120223,ASSURANT INC,1231,8527.72,8272.8,8508.27,279.18,538.96,483.71,0.032737941677259574,0.06514843825548787,0.0568517454194566,-0.02989310155586723,0.02846315636785625,0.032410496578228296,-0.008296692836031273
117,AIZ,AIZ US          d,1267238,2012,0001193125-13-067448,10-K,20121231,20130220,20130220,ASSURANT INC,1231,8272.8,8508.27,9047.66,538.96,483.71,488.91,0.06514843825548787,0.0568517454194566,0.05403717646330654,0.02846315636785625,0.06339596651258121,-0.008296692836031273,-0.0028145689561500584
118,AIZ,AIZ US          d,1267238,2013,0001193125-14-057434,10-K,20131231,20140219,20140218,ASSURANT INC,1231,8508.27,9047.66,10383.16,483.71,488.91,470.91,0.0568517454194566,0.05403717646330654,0.045353245062196866,0.06339596651258121,0.14760722661992162,-0.0028145689561500584,-0.008683931401109672
119,AIZ,AIZ US          d,1267238,2014,0001193125-15-054288,10-K,20141231,20150219,20150219,ASSURANT INC,1231,9047.66,10383.16,10325.49,488.91,470.91,141.56,0.05403717646330654,0.045353245062196866,0.013709760989551102,0.14760722661992162,-0.005554185816264034,-0.008683931401109672,-0.031643484072645764
120,AIZ,AIZ US          d,1267238,2015,0001628280-16-011239,10-K,20151231,20160216,20160216,ASSURANT INC,1231,10383.16,10325.49,7531.78,470.91,141.56,565.35,0.045353245062196866,0.013709760989551102,0.075061937549955,-0.005554185816264034,-0.2705643993650665,-0.031643484072645764,0.06135217656040389
121,AIZ,AIZ US          d,1267238,2016,0001628280-17-001320,10-K,20161231,20170214,20170214,ASSURANT INC,1231,10325.49,7531.78,6415,141.56,565.35,519.6,0.013709760989551102,0.075061937549955,0.08099766173031957,-0.2705643993650665,-0.14827570640671922,0.06135217656040389,0.005935724180364574
122,AIZ,AIZ US          d,1267238,2017,0001628280-18-001695,10-K,20171231,20180214,20180214,ASSURANT INC,1231,7531.78,6415,8057.6,565.35,519.6,251,0.075061937549955,0.08099766173031957,0.03115071485305798,-0.14827570640671922,0.2560561184723305,0.005935724180364574,-0.049846946877261586
123,AIZ,AIZ US          d,1267238,2018,0001628280-19-001767,10-K,20181231,20190222,20190222,ASSURANT INC,1231,6415,8057.6,9569.1,519.6,251,382.6,0.08099766173031957,0.03115071485305798,0.03998286150212664,0.2560561184723305,0.18758687450357425,-0.049846946877261586,0.008832146649068659
124,AIZ,AIZ US          d,1267238,2019,0001267238-20-000004,10-K,20191231,20200219,20200219,"ASSURANT, INC.",1231,8057.6,9569.1,9595.5,251,382.6,441.8,0.03115071485305798,0.03998286150212664,0.04604241571570007,0.18758687450357425,0.002758880145468188,0.008832146649068659,0.0060595542135734315
125,AIZ,AIZ US          d,1267238,2020,0001267238-21-000010,10-K,20201231,20210219,20210219,"ASSURANT, INC.",1231,9569.1,9595.5,10187.6,382.6,441.8,1361.8,0.03998286150212664,0.04604241571570007,0.1336723075110919,0.002758880145468188,0.0617060080245949,0.0060595542135734315,0.08762989179539184
126,AIZ,AIZ US          d,1267238,2021,0001267238-22-000006,10-K,20211231,20220222,20220222,"ASSURANT, INC.",1231,9595.5,10187.6,10193.0,441.8,1361.8,276.6,0.04604241571570007,0.1336723075110919,0.027136269989208282,0.0617060080245949,0.0005300561466880949,0.08762989179539184,-0.10653603752188362
127,AIZ,AIZ US          d,1267238,2022,0001267238-23-000007,10-K,20221231,20230217,20230217,"ASSURANT, INC.",1231,10187.6,10193.0,0,1361.8,276.6,0,0.1336723075110919,0.027136269989208282,,0.0005300561466880949,-1.0,-0.10653603752188362,
128,AJG,AJG US         d,354190,2009,0001193125-10-023360,10-K,20091231,20100205,20100205,GALLAGHER ARTHUR J & CO,1231,0,1729.3,2520.3,0,128.6,195,,0.07436535014167582,0.07737174145935007,inf,0.4574105129243048,,0.003006391317674245
129,AJG,AJG US         d,354190,2012,0001193125-13-046126,10-K,20121231,20130208,20130208,GALLAGHER ARTHUR J & CO,1231,1729.3,2520.3,5392.4,128.6,195,356.8,0.07436535014167582,0.07737174145935007,0.06616719827905942,0.4574105129243048,1.1395865571558939,0.003006391317674245,-0.011204543180290641
130,AJG,AJG US         d,354190,2015,0001193125-16-457703,10-K,20151231,20160210,20160210,GALLAGHER ARTHUR J & CO,1231,2520.3,5392.4,5680.5,195,356.8,396.8,0.07737174145935007,0.06616719827905942,0.06985300589736819,1.1395865571558939,0.05342704547140427,-0.011204543180290641,0.0036858076183087646
131,AJG,AJG US         d,354190,2016,0001193125-17-038619,10-K,20161231,20170213,20170210,GALLAGHER ARTHUR J & CO,1231,5392.4,5680.5,6249,356.8,396.8,481.3,0.06616719827905942,0.06985300589736819,0.07702032325172027,0.05342704547140427,0.10007921837866385,0.0036858076183087646,0.007167317354352082
132,AJG,AJG US         d,354190,2017,0001193125-18-038261,10-K,20171231,20180212,20180209,GALLAGHER ARTHUR J & CO,1231,5680.5,6249,6934,396.8,481.3,633.5,0.06985300589736819,0.07702032325172027,0.09136140755696567,0.10007921837866385,0.10961753880620899,0.007167317354352082,0.014341084305245402
133,AJG,AJG US         d,354190,2018,0001193125-19-032304,10-K,20181231,20190208,20190208,GALLAGHER ARTHUR J & CO,1231,6249,6934,7195,481.3,633.5,668.8,0.07702032325172027,0.09136140755696567,0.09295343988881166,0.10961753880620899,0.037640611479665416,0.014341084305245402,0.0015920323318459884
134,AJG,AJG US         d,354190,2019,0001193125-20-028191,10-K,20191231,20200207,20200207,ARTHUR J. GALLAGHER & CO.,1231,6934,7195,7003.6,633.5,668.8,818.8,0.09136140755696567,0.09295343988881166,0.11691130275858129,0.037640611479665416,-0.02660180681028487,0.0015920323318459884,0.023957862869769628
135,AJG,AJG US         d,354190,2020,0001564590-21-004555,10-K,20201231,20210208,20210205,Arthur J. Gallagher & Co.,1231,7195,7003.6,8209.4,668.8,818.8,906.8,0.09295343988881166,0.11691130275858129,0.11045874241722903,-0.02660180681028487,0.17216859900622525,0.023957862869769628,-0.006452560341352262
136,AJG,AJG US         d,354190,2021,0001564590-22-005714,10-K,20211231,20220218,20220218,Arthur J. Gallagher & Co.,1231,7003.6,8209.4,0,818.8,906.8,0,0.11691130275858129,0.11045874241722903,,0.17216859900622525,-1.0,-0.006452560341352262,
137,AKAM,AKAM US       d,1086222,2001,0000950135-02-001140,10-K405,20011231,20020227,Not found,AKAMAI TECHNOLOGIES INC,1231,0,163.21,161.26,0,-2435.51,-29.28,,-14.922553765087924,-0.18157013518541487,inf,-0.011947797316341014,,14.740983629902509
138,AKAM,AKAM US       d,1086222,2003,0000950135-04-001174,10-K,20031231,20040310,Not found,AKAMAI TECHNOLOGIES INC,1231,163.21,161.26,210.02,-2435.51,-29.28,34.36,-14.922553765087924,-0.18157013518541487,0.16360346633653935,-0.011947797316341014,0.30236884534292463,14.740983629902509,0.3451736015219542
139,AKAM,AKAM US       d,1086222,2004,0000950135-05-001475,10-K,20041231,20050316,20050316,AKAMAI TECHNOLOGIES INC,1231,161.26,210.02,428.67,-29.28,34.36,57.4,-0.18157013518541487,0.16360346633653935,0.1339025357501108,0.30236884534292463,1.041091324635749,0.3451736015219542,-0.02970093058642856
140,AKAM,AKAM US       d,1086222,2006,0000950135-07-001307,10-K,20061231,20070301,20070301,AKAMAI TECHNOLOGIES INC,1231,210.02,428.67,859.77,34.36,57.4,145.91,0.16360346633653935,0.1339025357501108,0.16970817776847297,1.041091324635749,1.005668696199874,-0.02970093058642856,0.03580564201836217
141,AKAM,AKAM US       d,1086222,2009,0001193125-10-044561,10-K,20091231,20100301,20100301,AKAMAI TECHNOLOGIES INC,1231,428.67,859.77,1023.59,57.4,145.91,171.22,0.1339025357501108,0.16970817776847297,0.16727400619388622,1.005668696199874,0.19053933028600678,0.03580564201836217,-0.002434171574586752
142,AKAM,AKAM US       d,1086222,2010,0001193125-11-051569,10-K,20101231,20110301,20110301,AKAMAI TECHNOLOGIES INC,1231,859.77,1023.59,1158.54,145.91,171.22,200.9,0.16970817776847297,0.16727400619388622,0.17340790995563382,0.19053933028600678,0.1318398968336931,-0.002434171574586752,0.0061339037617476055
143,AKAM,AKAM US       d,1086222,2011,0001266432-12-000010,10-K,20111231,20120229,20120229,AKAMAI TECHNOLOGIES INC,1231,1023.59,1158.54,1373.95,171.22,200.9,203.99,0.16727400619388622,0.17340790995563382,0.14846974052913134,0.1318398968336931,0.18593229409429116,0.0061339037617476055,-0.024938169426502482
144,AKAM,AKAM US       d,1086222,2012,0001266432-13-000021,10-K,20121231,20130301,20130301,AKAMAI TECHNOLOGIES INC,1231,1158.54,1373.95,1577.92,200.9,203.99,293.49,0.17340790995563382,0.14846974052913134,0.18599802271344554,0.18593229409429116,0.14845518395865936,-0.024938169426502482,0.0375282821843142
145,AKAM,AKAM US       d,1086222,2013,0001542567-14-000009,10-K,20131231,20140303,20140303,AKAMAI TECHNOLOGIES INC,1231,1373.95,1577.92,1963.87,203.99,293.49,333.95,0.14846974052913134,0.18599802271344554,0.1700468971978797,0.14845518395865936,0.2445941492597849,0.0375282821843142,-0.01595112551556585
146,AKAM,AKAM US       d,1086222,2014,0001086222-15-000066,10-K,20141231,20150302,20150302,AKAMAI TECHNOLOGIES INC,1231,1577.92,1963.87,2197.45,293.49,333.95,321.41,0.18599802271344554,0.1700468971978797,0.1462649889644816,0.2445941492597849,0.11893862628381713,-0.01595112551556585,-0.023781908233398097
147,AKAM,AKAM US       d,1086222,2015,0001086222-16-000245,10-K,20151231,20160229,20160229,AKAMAI TECHNOLOGIES INC,1231,1963.87,2197.45,2340.05,333.95,321.41,316.13,0.1700468971978797,0.1462649889644816,0.13509540394436015,0.11893862628381713,0.06489339916721672,-0.023781908233398097,-0.011169585020121442
148,AKAM,AKAM US       d,1086222,2016,0001086222-17-000080,10-K,20161231,20170228,20170228,AKAMAI TECHNOLOGIES INC,1231,2197.45,2340.05,2714.47,321.41,316.13,298.37,0.1462649889644816,0.13509540394436015,0.10991832659782573,0.06489339916721672,0.16000512809555334,-0.011169585020121442,-0.02517707734653442
149,AKAM,AKAM US       d,1086222,2018,0001086222-19-000066,10-K,20181231,20190228,20190228,AKAMAI TECHNOLOGIES INC,1231,2340.05,2714.47,2893.62,316.13,298.37,478.04,0.13509540394436015,0.10991832659782573,0.1652048299362045,0.16000512809555334,0.06599815065187684,-0.02517707734653442,0.05528650333837877
150,AKAM,AKAM US       d,1086222,2019,0001086222-20-000045,10-K,20191231,20200228,20200228,AKAMAI TECHNOLOGIES INC,1231,2714.47,2893.62,3198.15,298.37,478.04,557.05,0.10991832659782573,0.1652048299362045,0.17417882213154479,0.06599815065187684,0.10524187695689144,0.05528650333837877,0.008973992195340286
151,AKAM,AKAM US       d,1086222,2020,0001086222-21-000075,10-K,20201231,20210226,20210226,AKAMAI TECHNOLOGIES INC,1231,2893.62,3198.15,3461.22,478.04,557.05,651.64,0.1652048299362045,0.17417882213154479,0.18826887629217445,0.10524187695689144,0.08225692978753332,0.008973992195340286,0.014090054160629667
152,AKAM,AKAM US       d,1086222,2021,0001086222-22-000058,10-K,20211231,20220228,20220228,AKAMAI TECHNOLOGIES INC,1231,3198.15,3461.22,3616.65,557.05,651.64,523.67,0.17417882213154479,0.18826887629217445,0.1447942156415467,0.08225692978753332,0.04490613136408558,0.014090054160629667,-0.043474660650627744
153,AKAM,AKAM US       d,1086222,2022,0001086222-23-000078,10-K,20221231,20230228,20230228,AKAMAI TECHNOLOGIES INC,1231,3461.22,3616.65,0,651.64,523.67,0,0.18826887629217445,0.1447942156415467,,0.04490613136408558,-1.0,-0.043474660650627744,
154,ALB,ALB US         d,915913,2006,0001206774-06-000435,10-K,20060314,20060315,20060315,ALBEMARLE CORP,1231,0,2368.51,2368.51,0,142.97,142.97,,0.0603628441509641,0.0603628441509641,inf,0.0,,0.0
155,ALB,ALB US         d,915913,2006,0001193125-07-044118,10-K,20061231,20070301,20070301,ALBEMARLE CORP,1231,2368.51,2368.51,2336.19,142.97,142.97,229.69,0.0603628441509641,0.0603628441509641,0.0983182018585817,0.0,-0.013645709750011678,0.0,0.0379553577076176
156,ALB,ALB US         d,915913,2007,0001193125-08-042183,10-K,20071231,20080229,20080228,ALBEMARLE CORP,1231,2368.51,2336.19,2467.11,142.97,229.69,194.2,0.0603628441509641,0.0983182018585817,0.0787155821994155,-0.013645709750011678,0.056039962503049864,0.0379553577076176,-0.019602619659166196
157,ALB,ALB US         d,915913,2008,0001193125-09-040740,10-K,20081231,20090227,20090227,ALBEMARLE CORP,1231,2336.19,2467.11,2005.39,229.69,194.2,178.37,0.0983182018585817,0.0787155821994155,0.0889452924368826,0.056039962503049864,-0.18715014733838378,-0.019602619659166196,0.01022971023746709
158,ALB,ALB US         d,915913,2009,0001193125-10-042722,10-K,20091231,20100226,20100226,ALBEMARLE CORP,1231,2467.11,2005.39,2362.76,194.2,178.37,323.72,0.0787155821994155,0.0889452924368826,0.1370092603565322,-0.18715014733838378,0.17820473823046892,0.01022971023746709,0.04806396791964959
159,ALB,ALB US         d,915913,2010,0001193125-11-047404,10-K,20101231,20110225,20110225,ALBEMARLE CORP,1231,2005.39,2362.76,2869.01,178.37,323.72,392.11,0.0889452924368826,0.1370092603565322,0.13667083767571392,0.17820473823046892,0.21426213411434084,0.04806396791964959,-0.00033842268081826776
160,ALB,ALB US         d,915913,2011,0001193125-12-071957,10-K,20111231,20120222,20120222,ALBEMARLE CORP,1231,2362.76,2869.01,2519.15,323.72,392.11,311.54,0.1370092603565322,0.13667083767571392,0.12366869777504318,0.21426213411434084,-0.1219445035046933,-0.00033842268081826776,-0.013002139900670742
