TICKERS,TICKER FROM BLOOMBERG,CIK,YEAR,REVENUE,INCOME,ACCESSION NUMBER,CONFORMED SUBMISSION TYPE,CONFORMED PERIOD OF REPORT,FILED AS OF DATE,DATE AS OF CHANGE,COMPANY CONFORMED NAME,FISCAL YEAR END
AMCR,AMCR US       d,1748790,2023,14694,1048,0001748790-23-000030,10-K,20230630,20230817,20230817,Amcor plc,630
AME,AME US         d,1037868,2005,1434.46,136.36,0000893220-06-000448,10-K,20051231,20060306,20060306,AMETEK INC/,1231
AME,AME US         d,1037868,2006,1819.29,181.93,0000893220-07-000510,10-K,20061231,20070228,20070228,AMETEK INC/,1231
AME,AME US         d,1037868,2007,2136.85,228.02,0000893220-08-000535,10-K,20071231,20080227,20080227,AMETEK INC/,1231
AME,AME US         d,1037868,2008,2531.14,246.95,0000893220-09-000390,10-K,20081231,20090226,20090225,AMETEK INC/,1231
AME,AME US         d,1037868,2009,2098.36,205.77,0000950123-10-016787,10-K,20091231,20100225,20100225,AMETEK INC/,1231
AME,AME US         d,1037868,2010,2470.95,283.93,0000950123-11-017564,10-K,20101231,20110224,20110224,AMETEK INC/,1231
AME,AME US         d,1037868,2011,2989.91,384.46,0001193125-12-074885,10-K,20111231,20120223,20120223,AMETEK INC/,1231
AME,AME US         d,1037868,2012,3334.21,459.13,0001193125-13-069307,10-K,20121231,20130221,20130221,AMETEK INC/,1231
AME,AME US         d,1037868,2013,3594.14,517,0001193125-14-069080,10-K,20131231,20140226,20140226,AMETEK INC/,1231
AME,AME US         d,1037868,2014,4021.96,584.46,0001193125-15-059832,10-K,20141231,20150224,20150224,AMETEK INC/,1231
AME,AME US         d,1037868,2015,3974.3,590.86,0001193125-16-478197,10-K,20151231,20160225,20160225,AMETEK INC/,1231
AME,AME US         d,1037868,2017,4300.17,681.47,0001193125-18-053631,10-K,20171231,20180222,20180222,AMETEK INC/,1231
AME,AME US         d,1037868,2018,4845.87,777.93,0001193125-19-046947,10-K,20181231,20190221,20190221,AMETEK INC/,1231
AME,AME US         d,1037868,2019,5158.56,861.3,0001193125-20-043133,10-K,20191231,20200220,20200220,AMETEK INC/,1231
AME,AME US         d,1037868,2020,4540.03,872.44,0001037868-21-000007,10-K,20201231,20210218,20210218,AMETEK INC/,1231
AME,AME US         d,1037868,2021,5546.51,990.05,0001037868-22-000009,10-K,20211231,20220222,20220222,AMETEK INC/,1231
AME,AME US         d,1037868,2022,6150.53,1159.54,0001037868-23-000012,10-K,20221231,20230221,20230221,AMETEK INC/,1231
AMGN,AMGN US       d,318154,1999,3340.1,1096.4,0000898430-00-000676,10-K405,19991231,20000307,Not found,AMGEN INC,1231
AMGN,AMGN US       d,318154,2001,4015.7,1119.7,0000898430-02-000744,10-K,20011231,20020226,Not found,AMGEN INC,1231
AMGN,AMGN US       d,318154,2002,5523,-1391.9,0000898430-03-001854,10-K,20021231,20030310,Not found,AMGEN INC,1231
AMGN,AMGN US       d,318154,2004,10550,2363,0000950129-05-002159,10-K,20041231,20050309,20050309,AMGEN INC,1231
AMGN,AMGN US       d,318154,2006,14268,2950,0001193125-07-042586,10-K,20061231,20070228,20070228,AMGEN INC,1231
AMGN,AMGN US       d,318154,2007,14771,3166,0001193125-08-040431,10-K,20071231,20080228,20080227,AMGEN INC,1231
AMGN,AMGN US       d,318154,2008,15003,4052,0001193125-09-041091,10-K,20081231,20090227,20090227,AMGEN INC,1231
AMGN,AMGN US       d,318154,2009,14642,4605,0001193125-10-044311,10-K,20091231,20100301,20100301,AMGEN INC,1231
AMGN,AMGN US       d,318154,2010,15053,4627,0000950123-11-018800,10-K,20101231,20110225,20110225,AMGEN INC,1231
AMGN,AMGN US       d,318154,2012,17265,4345,0001445305-13-000364,10-K,20121231,20130227,20130227,AMGEN INC,1231
AMGN,AMGN US       d,318154,2013,18676,5081,0000318154-14-000004,10-K,20131231,20140224,20140224,AMGEN INC,1231
AMGN,AMGN US       d,318154,2014,20063,5158,0000318154-15-000005,10-K,20141231,20150219,20150219,AMGEN INC,1231
AMGN,AMGN US       d,318154,2015,21662,6939,0000318154-16-000031,10-K,20151231,20160216,20160216,AMGEN INC,1231
AMGN,AMGN US       d,318154,2016,22991,7722,0000318154-17-000004,10-K,20161231,20170214,20170214,AMGEN INC,1231
AMGN,AMGN US       d,318154,2017,22849,1979,0000318154-18-000004,10-K,20171231,20180213,20180213,AMGEN INC,1231
AMGN,AMGN US       d,318154,2018,23747,8394,0000318154-19-000008,10-K,20181231,20190213,20190213,AMGEN INC,1231
AMGN,AMGN US       d,318154,2020,25424,7264,0000318154-21-000010,10-K,20201231,20210209,20210208,AMGEN INC,1231
AMGN,AMGN US       d,318154,2021,25979,5893,0000318154-22-000010,10-K,20211231,20220216,20220216,AMGEN INC,1231
AMGN,AMGN US       d,318154,2022,26323,6552,0000318154-23-000017,10-K,20221231,20230209,20230209,AMGEN INC,1231
AMP,AMP US         d,820027,2008,7095,-38,0001047469-09-002121,10-K,20081231,20090302,20090302,AMERIPRISE FINANCIAL INC,1231
AMP,AMP US         d,820027,2010,9582,989,0001047469-11-001543,10-K,20101231,20110228,20110228,AMERIPRISE FINANCIAL INC,1231
AMP,AMP US         d,820027,2011,10239,1116,0001047469-12-001474,10-K,20111231,20120224,20120224,AMERIPRISE FINANCIAL INC,1231
AMP,AMP US         d,820027,2012,10259,1029,0001047469-13-001718,10-K,20121231,20130227,20130226,AMERIPRISE FINANCIAL INC,1231
AMP,AMP US         d,820027,2013,11230,1334,0000820027-14-000020,10-K,20131231,20140227,20140227,AMERIPRISE FINANCIAL INC,1231
AMP,AMP US         d,820027,2014,12296,1619,0000820027-15-000024,10-K,20141231,20150224,20150224,AMERIPRISE FINANCIAL INC,1231
AMP,AMP US         d,820027,2015,12200,1562,0000820027-16-000168,10-K,20151231,20160225,20160225,AMERIPRISE FINANCIAL INC,1231
AMP,AMP US         d,820027,2016,11839,1313,0000820027-17-000007,10-K,20161231,20170223,20170223,AMERIPRISE FINANCIAL INC,1231
AMP,AMP US         d,820027,2017,12180,1480,0000820027-18-000008,10-K,20171231,20180223,20180222,AMERIPRISE FINANCIAL INC,1231
AMP,AMP US         d,820027,2018,12924,2098,0000820027-19-000010,10-K,20181231,20190227,20190226,AMERIPRISE FINANCIAL INC,1231
AMP,AMP US         d,820027,2019,12890,1893,0000820027-20-000010,10-K,20191231,20200226,20200226,AMERIPRISE FINANCIAL INC,1231
AMP,AMP US         d,820027,2020,11958,1534,0000820027-21-000012,10-K,20201231,20210224,20210224,AMERIPRISE FINANCIAL INC,1231
AMP,AMP US         d,820027,2021,13443,2760,0000820027-22-000016,10-K,20211231,20220225,20220225,AMERIPRISE FINANCIAL INC,1231
AMP,AMP US         d,820027,2022,14347,2559,0000820027-23-000014,10-K,20221231,20230223,20230223,AMERIPRISE FINANCIAL INC,1231
AMT,AMT US         d,1053507,2005,944.79,-181.36,0001193125-06-243125,10-K/A,20051231,20061129,20061128,AMERICAN TOWER CORP /MA/,1231
AMZN,AMZN US       d,1018724,2000,2761.98,-1411.27,0001032210-01-500087,10-K405,20001231,20010323,Not found,AMAZON COM INC,1231
AMZN,AMZN US       d,1018724,2001,3122.43,-567.28,0001032210-02-000059,10-K405,20011231,20020124,Not found,AMAZON COM INC,1231
AMZN,AMZN US       d,1018724,2002,3932.94,-149.13,0000950149-03-000355,10-K,20021231,20030219,Not found,AMAZON COM INC,1231
AMZN,AMZN US       d,1018724,2003,5263.7,35.28,0001193125-04-029488,10-K,20031231,20040225,Not found,AMAZON COM INC,1231
AMZN,AMZN US       d,1018724,2004,6921.12,588.45,0001193125-05-047032,10-K,20041231,20050311,20050311,AMAZON COM INC,1231
AMZN,AMZN US       d,1018724,2005,8490,359,0001193125-06-034166,10-K,20051231,20060217,20060217,AMAZON COM INC,1231
AMZN,AMZN US       d,1018724,2006,10711,190,0001193125-07-034081,10-K,20061231,20070216,20070216,AMAZON COM INC,1231
AMZN,AMZN US       d,1018724,2007,14835,476,0001193125-08-024707,10-K,20071231,20080211,20080208,AMAZON COM INC,1231
AMZN,AMZN US       d,1018724,2008,19166,645,0001193125-09-014406,10-K,20081231,20090130,20090129,AMAZON COM INC,1231
AMZN,AMZN US       d,1018724,2009,24509,902,0001193125-10-016098,10-K,20091231,20100129,20100128,AMAZON COM INC,1231
AMZN,AMZN US       d,1018724,2010,34204,1152,0001193125-11-016253,10-K,20101231,20110128,20110127,AMAZON COM INC,1231
AMZN,AMZN US       d,1018724,2011,48077,631,0001193125-12-032846,10-K,20111231,20120201,20120131,AMAZON COM INC,1231
AMZN,AMZN US       d,1018724,2013,74452,274,0001018724-14-000006,10-K,20131231,20140131,20140130,AMAZON COM INC,1231
AMZN,AMZN US       d,1018724,2014,88988,-241,0001018724-15-000006,10-K,20141231,20150130,20150129,AMAZON COM INC,1231
AMZN,AMZN US       d,1018724,2015,107006,596,0001018724-16-000172,10-K,20151231,20160129,20160128,AMAZON COM INC,1231
AMZN,AMZN US       d,1018724,2016,135987,2371,0001018724-17-000011,10-K,20161231,20170210,20170209,AMAZON COM INC,1231
AMZN,AMZN US       d,1018724,2017,177866,3033,0001018724-18-000005,10-K,20171231,20180202,20180201,AMAZON COM INC,1231
AMZN,AMZN US       d,1018724,2018,232887,10073,0001018724-19-000004,10-K,20181231,20190201,20190131,AMAZON COM INC,1231
AMZN,AMZN US       d,1018724,2019,280522,11588,0001018724-20-000004,10-K,20191231,20200131,20200130,AMAZON COM INC,1231
AMZN,AMZN US       d,1018724,2020,386064,21331,0001018724-21-000004,10-K,20201231,20210203,20210202,AMAZON COM INC,1231
AMZN,AMZN US       d,1018724,2022,513983,-2722,0001018724-23-000004,10-K,20221231,20230203,20230202,AMAZON COM INC,1231
ANET,ANET US        d,1596532,2014,584.11,86.85,0001596532-15-000004,10-K,20141231,20150312,20150311,"Arista Networks, Inc.",1231
ANET,ANET US        d,1596532,2015,837.59,121.1,0001596532-16-000244,10-K,20151231,20160225,20160225,"Arista Networks, Inc.",1231
ANET,ANET US        d,1596532,2016,1129.17,184.19,0001596532-17-000019,10-K,20161231,20170217,20170217,"Arista Networks, Inc.",1231
ANET,ANET US        d,1596532,2017,1646.19,423.2,0001596532-18-000018,10-K,20171231,20180220,20180216,"Arista Networks, Inc.",1231
ANET,ANET US        d,1596532,2018,2151.37,328.12,0001596532-19-000027,10-K,20181231,20190215,20190215,"Arista Networks, Inc.",1231
ANET,ANET US        d,1596532,2019,2410.71,859.87,0001596532-20-000024,10-K,20191231,20200214,20200213,"Arista Networks, Inc.",1231
ANET,ANET US        d,1596532,2020,2317.51,634.56,0001596532-21-000049,10-K,20201231,20210219,20210218,"Arista Networks, Inc.",1231
ANET,ANET US        d,1596532,2021,2948.04,840.85,0001596532-22-000026,10-K,20211231,20220215,20220214,"Arista Networks, Inc.",1231
ANET,ANET US        d,1596532,2022,4381.31,1352.45,0001596532-23-000016,10-K,20221231,20230214,20230213,"Arista Networks, Inc.",1231
AON,AON US         d,315293,2002,8555,466,0001047469-03-010294,10-K,20021231,20030326,Not found,AON CORP,1231
AON,AON US         d,315293,2005,8225,735,0001047469-06-003130,10-K,20051231,20060309,20060309,AON CORP,1231
AON,AON US         d,315293,2006,8595,720,0001047469-07-001537,10-K,20061231,20070301,20070301,AON CORP,1231
AON,AON US         d,315293,2008,7528,1462,0001047469-09-002122,10-K,20081231,20090302,20090302,AON CORP,1231
AON,AON US         d,315293,2009,7595,747,0001047469-10-001535,10-K,20091231,20100226,20100226,AON CORP,1231
AON,AON US         d,315293,2010,8512,706,0001047469-11-001427,10-K,20101231,20110225,20110225,AON CORP,1231
AON,AON US         d,315293,2011,11287,979,0001047469-12-001478,10-K,20111231,20120224,20120224,AON CORP,1231
AON,AON US         d,315293,2012,11514,993,0001047469-13-001494,10-K,20121231,20130222,20130222,Aon plc,1231
AON,AON US         d,315293,2013,11815,1113,0001445305-14-000476,10-K,20131231,20140218,20140218,Aon plc,1231
AON,AON US         d,315293,2014,12045,1397,0001628280-15-000950,10-K,20141231,20150224,20150223,Aon plc,1231
AON,AON US         d,315293,2015,9480,1385,0001628280-16-011485,10-K,20151231,20160222,20160222,Aon plc,1231
AON,AON US         d,315293,2016,9409,1396,0001628280-17-001652,10-K,20161231,20170223,20170223,Aon plc,1231
AON,AON US         d,315293,2017,9998,1226,0001628280-18-001923,10-K,20171231,20180220,20180220,Aon plc,1231
AON,AON US         d,315293,2018,10770,1134,0001628280-19-001558,10-K,20181231,20190219,20190219,Aon plc,1231
AON,AON US         d,315293,2019,11013,1532,0001628280-20-001607,10-K,20191231,20200214,20200214,Aon plc,1231
AON,AON US         d,315293,2020,11066,1969,0001628280-21-002574,10-K,20201231,20210219,20210219,Aon plc,1231
AON,AON US         d,315293,2021,12193,1255,0001628280-22-003180,10-K,20211231,20220218,20220218,Aon plc,1231
AON,AON US         d,315293,2022,12479,2589,0001628280-23-004087,10-K,20221231,20230217,20230217,Aon plc,1231
APD,APD US         d,2969,2020,8856.3,1886.7,0000002969-20-000049,10-K,20200930,20201119,20201119,AIR PRODUCTS & CHEMICALS INC /DE/,930
APD,APD US         d,2969,2022,12698.6,2256.1,0000002969-22-000054,10-K,20220930,20221122,20221122,"Air Products & Chemicals, Inc.",930
APD,APD US         d,2969,2023,12600,2300.2,0000002969-23-000047,10-K,20230930,20231116,20231116,"Air Products & Chemicals, Inc.",930
APH,APH US         d,820313,1999,1010.6,35.62,0001005477-00-002600,10-K,19991231,20000329,Not found,AMPHENOL CORP /DE/,1231
APH,APH US         d,820313,2000,1359.7,107.9,0000912057-01-505632,10-K,20001231,20010330,Not found,AMPHENOL CORP /DE/,1231
APH,APH US         d,820313,2002,1062,80.34,0001104659-03-005299,10-K,20021231,20030328,Not found,AMPHENOL CORP /DE/,1231
APH,APH US         d,820313,2002,1062,80.34,0001047469-03-026319,10-K/A,20021231,20030805,Not found,AMPHENOL CORP /DE/,1231
APH,APH US         d,820313,2003,1239.5,103.99,0001047469-04-003700,10-K,20031231,20040209,Not found,AMPHENOL CORP /DE/,1231
APH,APH US         d,820313,2005,1808.15,206.34,0001104659-06-016969,10-K,20051231,20060316,20060315,AMPHENOL CORP /DE/,1231
APH,APH US         d,820313,2007,2851.04,353.19,0001104659-08-012896,10-K,20071231,20080226,20080226,AMPHENOL CORP /DE/,1231
APH,APH US         d,820313,2012,4292.1,555.3,0001104659-13-013180,10-K,20121231,20130222,20130222,AMPHENOL CORP /DE/,1231
APH,APH US         d,820313,2014,5345.5,709.1,0001104659-15-012575,10-K,20141231,20150220,20150220,AMPHENOL CORP /DE/,1231
APH,APH US         d,820313,2015,5568.7,763.5,0001104659-16-098503,10-K,20151231,20160219,20160219,AMPHENOL CORP /DE/,1231
APH,APH US         d,820313,2017,7011.3,650.5,0001558370-18-000871,10-K,20171231,20180221,20180221,AMPHENOL CORP /DE/,1231
APH,APH US         d,820313,2018,8202,1205,0001558370-19-000636,10-K,20181231,20190213,20190213,AMPHENOL CORP /DE/,1231
APH,APH US         d,820313,2019,8225.4,1155,0001558370-20-000728,10-K,20191231,20200212,20200212,AMPHENOL CORP /DE/,1231
APH,APH US         d,820313,2020,8598.9,1203.4,0001558370-21-000881,10-K,20201231,20210210,20210210,AMPHENOL CORP /DE/,1231
APH,APH US         d,820313,2021,10876.3,1590.8,0001558370-22-000961,10-K,20211231,20220209,20220209,AMPHENOL CORP /DE/,1231
APH,APH US         d,820313,2022,12623,1902.3,0001558370-23-001036,10-K,20221231,20230208,20230208,AMPHENOL CORP /DE/,1231
AVY,AVY US         d,8818,2001,3803.3,243.2,0000898430-02-004661,10-K/A,20011229,20021227,Not found,AVERY DENNISON CORPORATION,1231
AVY,AVY US         d,8818,2022,9039.3,757.1,0000008818-23-000002,10-K,20221231,20230222,20230222,Avery Dennison Corp,1231
AXON,AXON US       d,1069183,2005,47.69,1.06,0000950153-06-000700,10-K,20051231,20060316,20060316,TASER INTERNATIONAL INC,Not found
AXON,AXON US       d,1069183,2006,67.72,-4.09,0000950153-07-000571,10-K,20061231,20070315,20070315,TASER INTERNATIONAL INC,Not found
AXON,AXON US       d,1069183,2007,100.73,15.03,0000950153-08-000423,10-K,20071231,20080229,20080229,TASER INTERNATIONAL INC,Not found
AXON,AXON US       d,1069183,2008,92.85,3.64,0000950153-09-000201,10-K,20081231,20090316,20090316,TASER INTERNATIONAL INC,Not found
AXON,AXON US       d,1069183,2009,104.25,0,0000950123-10-024799,10-K,20091231,20100315,20100315,TASER INTERNATIONAL INC,Not found
AXON,AXON US       d,1069183,2010,86.93,-4.38,0000950123-11-025257,10-K,20101231,20110314,20110314,TASER INTERNATIONAL INC,Not found
AXON,AXON US       d,1069183,2011,90.03,-7.04,0001193125-12-112320,10-K,20111231,20120313,20120313,TASER INTERNATIONAL INC,Not found
AXON,AXON US       d,1069183,2012,114.75,14.74,0001193125-13-098571,10-K,20121231,20130308,20130308,TASER INTERNATIONAL INC,Not found
AXON,AXON US       d,1069183,2013,137.83,18.24,0001193125-14-091839,10-K,20131231,20140310,20140310,TASER INTERNATIONAL INC,Not found
AXON,AXON US       d,1069183,2014,164.53,19.92,0001069183-15-000028,10-K,20141231,20150312,20150311,TASER INTERNATIONAL INC,Not found
AXON,AXON US       d,1069183,2015,197.89,19.93,0001069183-16-000148,10-K,20151231,20160307,20160304,TASER INTERNATIONAL INC,1231
AXON,AXON US       d,1069183,2016,268.25,17.3,0001069183-17-000042,10-K,20161231,20170306,20170306,TASER INTERNATIONAL INC,1231
AXON,AXON US       d,1069183,2017,343.8,5.21,0001069183-18-000020,10-K,20171231,20180301,20180301,"AXON ENTERPRISE, INC.",1231
AXON,AXON US       d,1069183,2019,530.86,0.88,0001069183-20-000016,10-K,20191231,20200228,20200227,"AXON ENTERPRISE, INC.",1231
AXON,AXON US       d,1069183,2020,681,-1.72,0001558370-21-001873,10-K,20201231,20210226,20210225,"AXON ENTERPRISE, INC.",1231
AZO,AZO US         d,866787,2002,5325.51,428.15,0000950144-02-010940,10-K,20020831,20021031,Not found,AUTOZONE INC,830
AZO,AZO US         d,866787,2008,6522.71,641.61,0001362310-08-006211,10-K,20080830,20081027,20081027,AUTOZONE INC,1231
AZO,AZO US         d,866787,2009,6816.82,657.05,0000950123-09-053232,10-K,20090829,20091026,20091026,AUTOZONE INC,1231
AZO,AZO US         d,866787,2010,7362.62,738.31,0000950123-10-095687,10-K,20100828,20101025,20101025,AUTOZONE INC,1231
AZO,AZO US         d,866787,2012,8603.86,930.37,0001193125-12-430271,10-K,20120825,20121022,20121022,AUTOZONE INC,1231
AZO,AZO US         d,866787,2013,9147.53,1016.48,0001193125-13-413428,10-K,20130831,20131028,20131028,AUTOZONE INC,1231
AZO,AZO US         d,866787,2014,9475.31,1069.74,0001193125-14-383401,10-K,20140830,20141027,20141027,AUTOZONE INC,1231
AZO,AZO US         d,866787,2015,10187.34,1160.24,0001193125-15-353476,10-K,20150829,20151026,20151026,AUTOZONE INC,1231
AZO,AZO US         d,866787,2016,10635.68,1241.01,0001193125-16-745160,10-K,20160827,20161024,20161024,AUTOZONE INC,1231
AZO,AZO US         d,866787,2017,10888.68,1280.87,0001193125-17-319357,10-K,20170826,20171025,20171025,AUTOZONE INC,1231
AZO,AZO US         d,866787,2018,11221.08,1337.54,0001193125-18-306452,10-K,20180825,20181024,20181024,AUTOZONE INC,825
AZO,AZO US         d,866787,2019,11863.74,1617.22,0001193125-19-276201,10-K,20190831,20191028,20191028,AUTOZONE INC,831
AZO,AZO US         d,866787,2020,12631.97,1732.97,0001558370-20-011748,10-K,20200829,20201026,20201026,AUTOZONE INC,829
AZO,AZO US         d,866787,2021,14629.59,2170.31,0001558370-21-013446,10-K,20210828,20211025,20211025,AUTOZONE INC,828
AZO,AZO US         d,866787,2022,16252.23,2429.6,0001558370-22-015239,10-K,20220827,20221024,20221024,AUTOZONE INC,827
AZO,AZO US         d,866787,2023,17457.21,2528.43,0001558370-23-016668,10-K,20230826,20231024,20231024,AUTOZONE INC,826
BA,BA US           d,12927,2018,101127,10460,0000012927-19-000010,10-K,20181231,20190208,20190208,BOEING CO,1231
BA,BA US           d,12927,2019,76559,-636,0000012927-20-000014,10-K,20191231,20200131,20200131,BOEING CO,1231
BA,BA US           d,12927,2020,58158,-11873,0000012927-21-000011,10-K,20201231,20210201,20210201,BOEING CO,1231
BALL,BALL US        d,9389,2004,5440.2,295.6,0000009389-05-000060,10-K,20041231,20050223,20060207,BALL CORP,1231
BALL,BALL US        d,9389,2006,6621.5,329.6,0000009389-07-000049,10-K,20061231,20070222,20070222,BALL CORP,1231
BALL,BALL US        d,9389,2007,7475.3,281.3,0000009389-08-000054,10-K,20071231,20080225,20080225,BALL CORP,1231
BALL,BALL US        d,9389,2008,7561.5,319.5,0000009389-09-000006,10-K,20081231,20090225,20090225,BALL CORP,1231
BALL,BALL US        d,9389,2012,8735.7,396.3,0001104659-13-013165,10-K,20121231,20130222,20130222,BALL CORP,1231
BALL,BALL US        d,9389,2014,8570,470,0001104659-15-012578,10-K,20141231,20150220,20150220,BALL CORP,1231
BALL,BALL US        d,9389,2019,11474,566,0001558370-20-001005,10-K,20191231,20200219,20200219,BALL Corp,1231
BALL,BALL US        d,9389,2020,11781,585,0001558370-21-001121,10-K,20201231,20210217,20210217,BALL Corp,1231
BALL,BALL US        d,9389,2021,13811,878,0001558370-22-001251,10-K,20211231,20220216,20220216,BALL Corp,1231
